TransactionID,CustomerID,Product,Amount,TransactionDate,PaymentMethod,City,Category
342,CUST041,Hadoop Advanced,77.74,2025-03-25,Credit Card,Seattle,Big Data
343,CUST066,Spark Intro,76.96,2025-03-26,PayPal,San Francisco,Big Data
344,CUST021,Hadoop Advanced,222.38,2025-03-08,Cash,New York,Programming
345,CUST004,Spark Intro,343.92,2025-03-10,PayPal,San Francisco,Big Data
346,CUST033,Big Data Essentials,256.04,2025-03-17,PayPal,Seattle,Big Data
347,CUST059,Python for Data,158.72,2025-03-29,Debit Card,Seattle,Tech
348,CUST026,Spark Intro,422.2,2025-03-01,Credit Card,San Francisco,Programming
349,CUST041,Hadoop Basics,172.02,2025-03-21,Debit Card,Houston,Big Data
350,CUST002,Hadoop Basics,434.79,2025-03-21,Debit Card,New York,Big Data
351,CUST003,Hadoop Basics,397.05,2025-03-18,PayPal,Houston,Tech
352,CUST078,Python for Data,387.54,2025-03-06,Cash,New York,Big Data
353,CUST077,Spark Advanced,170.29,2025-03-03,Cash,Seattle,Programming
354,CUST046,Spark Advanced,260.77,2025-03-14,Debit Card,New York,Big Data
355,CUST017,Spark Intro,110.85,2025-03-10,PayPal,Seattle,Tech
356,CUST088,Spark Intro,272.85,2025-03-05,Debit Card,San Francisco,Programming
357,CUST028,Spark Advanced,352.78,2025-03-11,Credit Card,Los Angeles,Big Data
358,CUST004,Spark Advanced,255.91,2025-03-10,PayPal,Seattle,Programming
359,CUST003,Hadoop Advanced,274.78,2025-03-19,PayPal,Chicago,Big Data
360,CUST007,Big Data Essentials,179.22,2025-03-18,Credit Card,Seattle,Programming
361,CUST091,Spark Intro,440.41,2025-03-31,PayPal,Seattle,Tech
362,CUST077,Python for Data,443.87,2025-03-27,Cash,Chicago,Programming
363,CUST099,Big Data Essentials,121.61,2025-03-28,Cash,Los Angeles,Programming
364,CUST047,Python for Data,246.94,2025-03-02,Debit Card,New York,Tech
365,CUST037,Python for Data,496.65,2025-03-20,Credit Card,New York,Tech
366,CUST084,Spark Intro,241.71,2025-03-08,Credit Card,San Francisco,Big Data
367,CUST095,Python for Data,335.5,2025-03-20,PayPal,New York,Programming
368,CUST030,Hadoop Basics,282.67,2025-03-23,Cash,Los Angeles,Big Data
369,CUST046,Big Data Essentials,228.23,2025-03-25,Debit Card,Chicago,Tech
370,CUST090,Spark Advanced,413.55,2025-03-26,PayPal,San Francisco,Big Data
371,CUST032,Spark Intro,210.37,2025-03-16,PayPal,San Francisco,Big Data
372,CUST063,Spark Intro,493.51,2025-03-12,Credit Card,Chicago,Programming
373,CUST021,Spark Advanced,428.74,2025-03-24,Cash,New York,Tech
374,CUST003,Spark Intro,349.91,2025-03-28,PayPal,Houston,Tech
375,CUST084,Python for Data,80.45,2025-03-19,Cash,Seattle,Tech
376,CUST082,Python for Data,311.9,2025-03-18,Cash,Los Angeles,Big Data
377,CUST076,Spark Intro,408.47,2025-03-27,PayPal,New York,Big Data
378,CUST009,Big Data Essentials,169.69,2025-03-13,Debit Card,San Francisco,Programming
379,CUST061,Python for Data,93.09,2025-03-11,Credit Card,Houston,Programming
380,CUST077,Python for Data,90.5,2025-03-20,Credit Card,San Francisco,Big Data
381,CUST006,Spark Intro,465.81,2025-03-24,PayPal,Chicago,Big Data
382,CUST099,Hadoop Basics,196.87,2025-03-26,PayPal,New York,Programming
383,CUST015,Hadoop Basics,381.03,2025-03-16,PayPal,Los Angeles,Big Data
384,CUST076,Spark Intro,476.74,2025-03-18,PayPal,Seattle,Big Data
385,CUST095,Hadoop Advanced,359.09,2025-03-08,Credit Card,New York,Programming
386,CUST009,Hadoop Advanced,336.09,2025-03-24,Debit Card,San Francisco,Tech
387,CUST001,Spark Intro,55.25,2025-03-12,Credit Card,New York,Tech
388,CUST028,Python for Data,375.07,2025-03-12,Cash,San Francisco,Tech
389,CUST043,Spark Advanced,250.24,2025-03-05,Cash,Seattle,Big Data
390,CUST020,Spark Intro,324.18,2025-03-21,Credit Card,Los Angeles,Big Data
391,CUST035,Big Data Essentials,344.91,2025-03-17,Debit Card,Los Angeles,Programming
392,CUST076,Spark Advanced,50.91,2025-03-03,Credit Card,San Francisco,Tech
393,CUST068,Python for Data,101.89,2025-03-22,Credit Card,Chicago,Programming
394,CUST037,Python for Data,437.43,2025-03-08,PayPal,Chicago,Big Data
395,CUST049,Spark Intro,344.29,2025-03-06,Debit Card,Houston,Tech
396,CUST074,Spark Advanced,318.84,2025-03-17,PayPal,Seattle,Tech
397,CUST047,Hadoop Basics,456.29,2025-03-21,Cash,Seattle,Tech
398,CUST022,Big Data Essentials,463.32,2025-03-13,Credit Card,Chicago,Tech
399,CUST049,Hadoop Basics,412.94,2025-03-28,Credit Card,Houston,Tech
400,CUST086,Spark Advanced,98.48,2025-03-07,Debit Card,Houston,Tech
401,CUST038,Hadoop Advanced,143.22,2025-03-19,Credit Card,Chicago,Big Data
402,CUST080,Hadoop Basics,76.58,2025-03-16,Credit Card,San Francisco,Programming
403,CUST061,Spark Advanced,326.7,2025-03-20,Debit Card,Seattle,Programming
404,CUST036,Python for Data,381.0,2025-03-14,Cash,New York,Big Data
405,CUST100,Spark Advanced,478.42,2025-03-07,Debit Card,Seattle,Programming
406,CUST087,Spark Intro,295.95,2025-03-04,PayPal,San Francisco,Tech
407,CUST022,Hadoop Basics,74.89,2025-03-08,PayPal,San Francisco,Programming
408,CUST046,Spark Advanced,170.1,2025-03-18,Credit Card,Houston,Programming
409,CUST067,Python for Data,209.03,2025-03-13,Debit Card,San Francisco,Programming
410,CUST081,Spark Advanced,57.2,2025-03-08,PayPal,Houston,Programming
411,CUST054,Python for Data,271.05,2025-03-23,Debit Card,Chicago,Tech
412,CUST063,Spark Intro,453.4,2025-03-31,Debit Card,Los Angeles,Programming
413,CUST067,Big Data Essentials,199.19,2025-03-01,PayPal,Houston,Tech
414,CUST066,Python for Data,67.57,2025-03-05,PayPal,Chicago,Big Data
415,CUST028,Hadoop Basics,210.5,2025-03-01,Credit Card,Houston,Programming
416,CUST092,Hadoop Basics,372.12,2025-03-30,Credit Card,Chicago,Big Data
417,CUST057,Spark Advanced,116.88,2025-03-09,Credit Card,New York,Tech
418,CUST002,Hadoop Advanced,172.77,2025-03-28,Credit Card,Los Angeles,Big Data
419,CUST038,Spark Intro,105.46,2025-03-21,Cash,San Francisco,Big Data
420,CUST040,Spark Advanced,372.63,2025-03-03,Credit Card,New York,Programming
421,CUST050,Python for Data,374.28,2025-03-19,Cash,Chicago,Programming
422,CUST072,Python for Data,140.23,2025-03-26,Cash,San Francisco,Big Data
423,CUST075,Hadoop Basics,405.48,2025-03-22,PayPal,Los Angeles,Tech
424,CUST064,Python for Data,352.6,2025-03-02,Debit Card,Seattle,Big Data
425,CUST074,Hadoop Basics,369.49,2025-03-31,Credit Card,Houston,Tech
426,CUST093,Python for Data,296.03,2025-03-15,Cash,San Francisco,Programming
427,CUST061,Python for Data,308.11,2025-03-22,Credit Card,Seattle,Programming
428,CUST084,Python for Data,158.26,2025-03-27,Debit Card,Chicago,Big Data
429,CUST040,Python for Data,370.75,2025-03-03,Cash,Chicago,Programming
430,CUST050,Big Data Essentials,366.5,2025-03-02,Cash,New York,Tech
431,CUST016,Python for Data,235.05,2025-03-19,Debit Card,Seattle,Programming
432,CUST018,Spark Advanced,489.16,2025-03-02,Cash,Houston,Tech
433,CUST009,Big Data Essentials,393.11,2025-03-14,Credit Card,Houston,Big Data
434,CUST087,Big Data Essentials,319.74,2025-03-08,Cash,Chicago,Programming
435,CUST010,Hadoop Basics,166.01,2025-03-12,Cash,Seattle,Tech
436,CUST035,Hadoop Basics,87.52,2025-03-06,PayPal,Chicago,Tech
437,CUST080,Big Data Essentials,480.87,2025-03-20,PayPal,Chicago,Programming
438,CUST053,Python for Data,214.97,2025-03-15,Debit Card,Seattle,Programming
439,CUST048,Spark Intro,358.87,2025-03-06,Debit Card,New York,Programming
440,CUST057,Hadoop Advanced,477.79,2025-03-13,Debit Card,New York,Tech
441,CUST036,Spark Intro,342.17,2025-03-11,PayPal,Seattle,Tech
442,CUST067,Spark Advanced,99.86,2025-03-23,Cash,Seattle,Big Data
443,CUST090,Big Data Essentials,347.76,2025-03-14,Debit Card,Houston,Big Data
444,CUST011,Big Data Essentials,431.14,2025-03-07,PayPal,New York,Big Data
445,CUST028,Python for Data,307.99,2025-03-02,PayPal,Seattle,Big Data
446,CUST090,Spark Advanced,454.06,2025-03-03,Cash,San Francisco,Programming
447,CUST011,Hadoop Advanced,355.51,2025-03-29,Cash,Los Angeles,Tech
448,CUST092,Big Data Essentials,475.17,2025-03-30,PayPal,Houston,Big Data
449,CUST049,Spark Advanced,452.55,2025-03-28,Cash,San Francisco,Big Data
450,CUST058,Spark Intro,347.79,2025-03-21,Credit Card,Chicago,Programming
451,CUST064,Hadoop Advanced,376.16,2025-03-03,Credit Card,Los Angeles,Big Data
452,CUST048,Python for Data,398.39,2025-03-13,Debit Card,New York,Big Data
453,CUST085,Spark Intro,437.12,2025-03-01,Credit Card,Houston,Programming
454,CUST036,Big Data Essentials,150.74,2025-03-03,PayPal,Chicago,Tech
455,CUST055,Python for Data,69.49,2025-03-25,Credit Card,Houston,Tech
456,CUST003,Python for Data,63.07,2025-03-27,Credit Card,Los Angeles,Programming
457,CUST094,Python for Data,53.87,2025-03-01,Credit Card,Houston,Big Data
458,CUST066,Big Data Essentials,300.7,2025-03-31,Cash,New York,Programming
459,CUST062,Spark Intro,179.3,2025-03-31,Credit Card,Los Angeles,Big Data
460,CUST100,Python for Data,316.71,2025-03-07,Debit Card,San Francisco,Programming
461,CUST094,Python for Data,463.75,2025-03-22,Credit Card,Houston,Big Data
462,CUST095,Spark Intro,73.31,2025-03-07,Cash,New York,Big Data
463,CUST082,Spark Advanced,496.89,2025-03-20,PayPal,Houston,Tech
464,CUST051,Python for Data,146.71,2025-03-10,PayPal,Chicago,Programming
465,CUST097,Hadoop Basics,129.52,2025-03-20,PayPal,Chicago,Big Data
466,CUST085,Python for Data,454.15,2025-03-23,Debit Card,New York,Tech
467,CUST058,Spark Advanced,477.97,2025-03-20,Cash,New York,Programming
468,CUST035,Big Data Essentials,198.03,2025-03-05,Credit Card,New York,Tech
469,CUST020,Spark Advanced,151.75,2025-03-29,Debit Card,Seattle,Big Data
470,CUST019,Python for Data,229.55,2025-03-05,Cash,Houston,Big Data
471,CUST038,Spark Intro,203.57,2025-03-21,Debit Card,Los Angeles,Tech
472,CUST075,Big Data Essentials,228.58,2025-03-18,Cash,New York,Big Data
473,CUST074,Big Data Essentials,277.0,2025-03-16,Debit Card,Chicago,Tech
474,CUST021,Python for Data,272.9,2025-03-21,Credit Card,San Francisco,Programming
475,CUST074,Spark Intro,291.28,2025-03-15,Cash,Los Angeles,Big Data
476,CUST050,Big Data Essentials,145.39,2025-03-11,Debit Card,New York,Big Data
477,CUST072,Hadoop Basics,359.92,2025-03-24,Cash,Los Angeles,Tech
478,CUST049,Hadoop Advanced,248.31,2025-03-25,Cash,Houston,Big Data
479,CUST038,Python for Data,378.63,2025-03-05,Debit Card,Chicago,Programming
480,CUST025,Python for Data,191.83,2025-03-06,PayPal,Chicago,Tech
481,CUST064,Spark Intro,434.54,2025-03-24,Credit Card,Seattle,Tech
482,CUST064,Big Data Essentials,436.6,2025-03-01,Debit Card,Chicago,Big Data
483,CUST024,Spark Intro,310.67,2025-03-20,Debit Card,New York,Programming
484,CUST034,Big Data Essentials,497.23,2025-03-05,Debit Card,Seattle,Programming
485,CUST089,Python for Data,308.9,2025-03-18,PayPal,Los Angeles,Big Data
486,CUST038,Hadoop Basics,339.4,2025-03-27,Credit Card,Chicago,Big Data
487,CUST056,Spark Advanced,120.29,2025-03-03,Credit Card,Los Angeles,Tech
488,CUST036,Hadoop Advanced,125.95,2025-03-08,Credit Card,New York,Programming
489,CUST090,Python for Data,68.91,2025-03-03,Debit Card,Houston,Big Data
490,CUST039,Spark Advanced,362.57,2025-03-07,Cash,Seattle,Big Data
491,CUST097,Spark Advanced,348.13,2025-03-27,Credit Card,Houston,Big Data
492,CUST045,Spark Intro,98.79,2025-03-13,Debit Card,Houston,Big Data
493,CUST089,Big Data Essentials,148.23,2025-03-24,Credit Card,Houston,Programming
494,CUST028,Spark Intro,345.46,2025-03-25,Credit Card,Seattle,Big Data
495,CUST055,Hadoop Advanced,415.78,2025-03-28,PayPal,Houston,Big Data
496,CUST026,Hadoop Advanced,288.25,2025-03-11,Debit Card,Chicago,Big Data
497,CUST086,Hadoop Advanced,161.43,2025-03-20,Cash,Chicago,Programming
498,CUST069,Hadoop Advanced,133.27,2025-03-05,Debit Card,New York,Big Data
499,CUST007,Big Data Essentials,229.61,2025-03-25,Credit Card,Houston,Programming
500,CUST070,Hadoop Basics,251.55,2025-03-20,Debit Card,San Francisco,Tech
501,CUST085,Spark Intro,78.85,2025-03-08,Cash,Seattle,Programming
502,CUST023,Python for Data,261.92,2025-03-24,Credit Card,Los Angeles,Tech
503,CUST074,Big Data Essentials,183.81,2025-03-06,PayPal,Los Angeles,Tech
504,CUST040,Spark Advanced,399.78,2025-03-31,Credit Card,Houston,Tech
505,CUST046,Spark Intro,370.47,2025-03-06,Credit Card,Los Angeles,Programming
506,CUST011,Hadoop Basics,286.4,2025-03-07,Cash,Los Angeles,Big Data
507,CUST092,Spark Advanced,486.1,2025-03-25,Cash,Houston,Programming
508,CUST074,Python for Data,95.08,2025-03-21,Credit Card,Houston,Programming
509,CUST084,Big Data Essentials,381.75,2025-03-11,Credit Card,Los Angeles,Tech
510,CUST032,Big Data Essentials,264.22,2025-03-19,PayPal,San Francisco,Tech
511,CUST031,Hadoop Basics,415.71,2025-03-09,Debit Card,Seattle,Tech
512,CUST039,Hadoop Basics,62.1,2025-03-14,Credit Card,Los Angeles,Tech
513,CUST046,Spark Advanced,382.23,2025-03-12,Cash,San Francisco,Tech
514,CUST089,Python for Data,104.9,2025-03-15,Cash,Houston,Tech
515,CUST045,Spark Advanced,118.77,2025-03-07,PayPal,Houston,Big Data
516,CUST068,Spark Advanced,185.84,2025-03-03,PayPal,New York,Programming
517,CUST063,Spark Intro,378.36,2025-03-10,PayPal,Houston,Programming
518,CUST096,Hadoop Basics,144.41,2025-03-06,Cash,Los Angeles,Big Data
519,CUST032,Spark Intro,395.02,2025-03-20,PayPal,Houston,Programming
520,CUST052,Hadoop Basics,159.04,2025-03-18,Cash,San Francisco,Programming
521,CUST045,Spark Intro,290.04,2025-03-24,PayPal,San Francisco,Tech
522,CUST057,Big Data Essentials,280.44,2025-03-06,PayPal,New York,Big Data
523,CUST005,Big Data Essentials,351.7,2025-03-03,Debit Card,Los Angeles,Tech
524,CUST041,Python for Data,382.22,2025-03-01,Cash,Los Angeles,Tech
525,CUST100,Hadoop Basics,349.26,2025-03-13,PayPal,Seattle,Tech
526,CUST081,Big Data Essentials,265.81,2025-03-28,PayPal,Los Angeles,Programming
527,CUST022,Hadoop Advanced,315.23,2025-03-16,Credit Card,San Francisco,Big Data
528,CUST092,Hadoop Basics,254.26,2025-03-24,Cash,Seattle,Tech
529,CUST035,Spark Intro,189.43,2025-03-07,Cash,Chicago,Big Data
530,CUST005,Spark Advanced,173.77,2025-03-19,PayPal,Seattle,Big Data
531,CUST073,Hadoop Basics,483.96,2025-03-25,Cash,Houston,Tech
532,CUST046,Big Data Essentials,141.1,2025-03-22,Debit Card,Seattle,Programming
533,CUST100,Hadoop Basics,464.61,2025-03-10,PayPal,Chicago,Tech
534,CUST087,Big Data Essentials,348.35,2025-03-16,PayPal,Seattle,Tech
535,CUST037,Spark Advanced,144.35,2025-03-15,Debit Card,New York,Big Data
536,CUST023,Hadoop Advanced,266.51,2025-03-09,Debit Card,Seattle,Tech
537,CUST094,Big Data Essentials,419.33,2025-03-03,Cash,Seattle,Tech
538,CUST011,Python for Data,438.47,2025-03-23,Cash,Chicago,Programming
539,CUST006,Spark Advanced,54.76,2025-03-05,PayPal,Chicago,Big Data
540,CUST027,Spark Intro,297.27,2025-03-25,Debit Card,Seattle,Big Data
541,CUST046,Spark Advanced,63.0,2025-03-02,PayPal,New York,Programming
542,CUST068,Hadoop Basics,463.88,2025-03-11,Cash,Houston,Big Data
543,CUST055,Big Data Essentials,479.92,2025-03-31,Credit Card,Seattle,Programming
544,CUST012,Spark Intro,264.21,2025-03-25,Debit Card,San Francisco,Tech
545,CUST011,Hadoop Basics,497.07,2025-03-17,Credit Card,Seattle,Tech
546,CUST030,Hadoop Basics,477.7,2025-03-24,Cash,Los Angeles,Tech
547,CUST083,Big Data Essentials,281.07,2025-03-21,PayPal,San Francisco,Big Data
548,CUST005,Spark Advanced,377.31,2025-03-29,Debit Card,Houston,Programming
549,CUST030,Big Data Essentials,221.82,2025-03-27,Debit Card,Chicago,Programming
550,CUST082,Spark Intro,237.08,2025-03-03,Cash,Seattle,Tech
551,CUST018,Big Data Essentials,160.75,2025-03-05,PayPal,Chicago,Tech
552,CUST036,Hadoop Basics,373.76,2025-03-14,PayPal,Houston,Tech
553,CUST093,Python for Data,159.66,2025-03-28,Credit Card,Chicago,Tech
554,CUST099,Hadoop Basics,446.03,2025-03-09,Credit Card,Chicago,Programming
555,CUST020,Spark Advanced,292.71,2025-03-07,Cash,Chicago,Tech
556,CUST086,Spark Intro,64.4,2025-03-27,Credit Card,Chicago,Tech
557,CUST021,Spark Intro,464.63,2025-03-17,PayPal,Houston,Big Data
558,CUST070,Big Data Essentials,490.8,2025-03-15,Cash,New York,Big Data
559,CUST063,Python for Data,280.91,2025-03-02,Credit Card,Houston,Tech
560,CUST074,Big Data Essentials,176.5,2025-03-30,PayPal,Los Angeles,Big Data
561,CUST008,Big Data Essentials,254.13,2025-03-26,Debit Card,Chicago,Tech
562,CUST082,Python for Data,117.95,2025-03-26,Cash,San Francisco,Programming
563,CUST084,Python for Data,299.25,2025-03-12,Cash,New York,Programming
564,CUST074,Spark Advanced,296.72,2025-03-09,Credit Card,Chicago,Tech
565,CUST017,Big Data Essentials,159.79,2025-03-10,Credit Card,New York,Tech
566,CUST098,Big Data Essentials,295.81,2025-03-29,Credit Card,Seattle,Tech
567,CUST030,Hadoop Advanced,339.98,2025-03-21,Debit Card,Chicago,Big Data
568,CUST091,Spark Advanced,424.33,2025-03-11,Cash,San Francisco,Tech
569,CUST087,Python for Data,249.49,2025-03-31,Cash,Houston,Programming
570,CUST026,Spark Intro,397.26,2025-03-09,Credit Card,Houston,Programming
571,CUST042,Python for Data,97.35,2025-03-16,PayPal,Seattle,Tech
572,CUST085,Hadoop Advanced,430.62,2025-03-02,Credit Card,New York,Programming
573,CUST055,Hadoop Advanced,498.04,2025-03-28,PayPal,Los Angeles,Tech
574,CUST051,Spark Intro,470.39,2025-03-01,Cash,Los Angeles,Programming
575,CUST011,Spark Intro,333.15,2025-03-06,Credit Card,New York,Tech
576,CUST015,Spark Intro,451.98,2025-03-01,Cash,New York,Tech
577,CUST017,Big Data Essentials,82.01,2025-03-01,Debit Card,San Francisco,Programming
578,CUST006,Hadoop Basics,198.31,2025-03-28,Credit Card,Chicago,Programming
579,CUST098,Spark Intro,491.15,2025-03-19,Credit Card,New York,Programming
580,CUST014,Spark Advanced,120.51,2025-03-02,PayPal,San Francisco,Big Data
581,CUST011,Hadoop Basics,452.48,2025-03-11,Credit Card,Houston,Programming
582,CUST029,Spark Intro,457.7,2025-03-05,PayPal,Houston,Big Data
583,CUST033,Big Data Essentials,153.73,2025-03-12,Cash,Houston,Programming
584,CUST057,Big Data Essentials,390.91,2025-03-11,Credit Card,New York,Programming
585,CUST075,Python for Data,179.42,2025-03-19,Cash,Houston,Programming
586,CUST010,Spark Advanced,130.17,2025-03-08,Credit Card,San Francisco,Programming
587,CUST041,Hadoop Basics,67.85,2025-03-07,Cash,Los Angeles,Big Data
588,CUST001,Hadoop Advanced,106.61,2025-03-29,Cash,Houston,Programming
589,CUST031,Hadoop Basics,150.58,2025-03-22,Cash,San Francisco,Tech
590,CUST077,Spark Advanced,451.21,2025-03-31,Debit Card,Los Angeles,Tech
591,CUST081,Spark Advanced,314.06,2025-03-13,PayPal,Chicago,Big Data
592,CUST026,Spark Advanced,81.1,2025-03-13,Debit Card,Chicago,Programming
593,CUST012,Spark Advanced,158.29,2025-03-04,Debit Card,Houston,Tech
594,CUST036,Hadoop Advanced,367.04,2025-03-28,PayPal,Chicago,Programming
595,CUST052,Spark Intro,92.21,2025-03-19,Credit Card,New York,Tech
596,CUST006,Spark Advanced,473.38,2025-03-20,PayPal,San Francisco,Programming
597,CUST039,Spark Advanced,68.31,2025-03-21,Credit Card,Seattle,Programming
598,CUST041,Hadoop Advanced,280.31,2025-03-24,Credit Card,New York,Programming
599,CUST100,Python for Data,292.62,2025-03-10,Debit Card,Seattle,Tech
600,CUST063,Big Data Essentials,152.69,2025-03-27,Credit Card,Chicago,Tech
601,CUST013,Spark Advanced,96.01,2025-03-22,Credit Card,San Francisco,Programming
602,CUST007,Big Data Essentials,406.19,2025-03-07,PayPal,New York,Tech
603,CUST045,Spark Intro,117.66,2025-03-26,Cash,Houston,Tech
604,CUST093,Python for Data,236.49,2025-03-29,Credit Card,Seattle,Tech
605,CUST016,Big Data Essentials,345.04,2025-03-16,PayPal,Los Angeles,Big Data
606,CUST063,Big Data Essentials,302.88,2025-03-25,PayPal,Chicago,Tech
607,CUST031,Python for Data,449.56,2025-03-05,PayPal,Houston,Programming
608,CUST070,Big Data Essentials,51.85,2025-03-20,Debit Card,Houston,Tech
609,CUST027,Big Data Essentials,85.57,2025-03-18,PayPal,Chicago,Big Data
610,CUST065,Hadoop Advanced,162.09,2025-03-30,Debit Card,Chicago,Big Data
611,CUST017,Python for Data,499.88,2025-03-25,Debit Card,Houston,Programming
612,CUST057,Hadoop Advanced,86.27,2025-03-06,PayPal,Seattle,Programming
613,CUST016,Spark Intro,115.19,2025-03-04,Debit Card,Houston,Programming
614,CUST057,Spark Advanced,207.8,2025-03-13,Debit Card,Seattle,Programming
615,CUST081,Spark Advanced,170.91,2025-03-04,Credit Card,San Francisco,Programming
616,CUST002,Hadoop Advanced,50.79,2025-03-27,Credit Card,San Francisco,Programming
617,CUST100,Python for Data,304.73,2025-03-29,PayPal,Seattle,Programming
618,CUST059,Spark Advanced,147.96,2025-03-15,Debit Card,Houston,Big Data
619,CUST098,Spark Intro,405.61,2025-03-16,Debit Card,Houston,Big Data
620,CUST044,Big Data Essentials,171.93,2025-03-28,Debit Card,San Francisco,Programming
621,CUST065,Hadoop Advanced,484.52,2025-03-28,Cash,New York,Programming
622,CUST091,Big Data Essentials,459.48,2025-03-26,Credit Card,New York,Programming
623,CUST054,Spark Advanced,106.83,2025-03-26,PayPal,San Francisco,Tech
624,CUST022,Spark Intro,271.65,2025-03-07,PayPal,Chicago,Tech
625,CUST014,Hadoop Advanced,383.43,2025-03-15,PayPal,San Francisco,Programming
626,CUST037,Spark Advanced,288.45,2025-03-29,PayPal,Houston,Big Data
627,CUST033,Spark Advanced,254.06,2025-03-18,Cash,New York,Tech
628,CUST016,Hadoop Basics,463.97,2025-03-25,Cash,Houston,Programming
629,CUST025,Spark Advanced,145.78,2025-03-22,Debit Card,New York,Big Data
630,CUST013,Big Data Essentials,110.84,2025-03-13,Debit Card,Chicago,Big Data
631,CUST007,Big Data Essentials,187.64,2025-03-11,Debit Card,Chicago,Programming
632,CUST078,Spark Advanced,255.15,2025-03-22,Cash,New York,Programming
633,CUST077,Big Data Essentials,122.78,2025-03-09,Credit Card,Seattle,Big Data
634,CUST100,Python for Data,486.89,2025-03-29,Cash,Los Angeles,Big Data
635,CUST078,Spark Intro,141.2,2025-03-03,Debit Card,Seattle,Tech
636,CUST018,Python for Data,219.04,2025-03-14,Cash,San Francisco,Tech
637,CUST026,Spark Intro,179.26,2025-03-03,Credit Card,New York,Tech
638,CUST037,Hadoop Advanced,149.41,2025-03-18,Cash,Houston,Programming
639,CUST007,Spark Intro,164.02,2025-03-18,Credit Card,Houston,Programming
640,CUST026,Hadoop Advanced,494.72,2025-03-25,PayPal,Chicago,Big Data
641,CUST027,Hadoop Basics,263.68,2025-03-03,Credit Card,Houston,Tech
642,CUST003,Python for Data,179.22,2025-03-24,Credit Card,Seattle,Tech
643,CUST052,Hadoop Advanced,192.97,2025-03-23,Debit Card,Houston,Programming
644,CUST080,Spark Intro,174.9,2025-03-30,Cash,Seattle,Programming
645,CUST089,Spark Intro,344.19,2025-03-02,Cash,Chicago,Big Data
646,CUST021,Python for Data,315.59,2025-03-24,Credit Card,Seattle,Tech
647,CUST082,Spark Intro,114.85,2025-03-29,Cash,Seattle,Tech
648,CUST013,Big Data Essentials,446.12,2025-03-29,Debit Card,Houston,Big Data
649,CUST088,Hadoop Basics,423.8,2025-03-22,PayPal,Chicago,Tech
650,CUST026,Hadoop Advanced,107.85,2025-03-14,Credit Card,San Francisco,Big Data
651,CUST060,Big Data Essentials,340.67,2025-03-10,Debit Card,New York,Programming
652,CUST042,Python for Data,223.66,2025-03-19,Debit Card,Seattle,Programming
653,CUST054,Hadoop Basics,476.11,2025-03-05,Debit Card,Seattle,Big Data
654,CUST002,Hadoop Advanced,187.13,2025-03-09,Credit Card,Houston,Tech
655,CUST093,Big Data Essentials,275.73,2025-03-11,Debit Card,Houston,Programming
656,CUST086,Big Data Essentials,154.43,2025-03-24,PayPal,New York,Tech
657,CUST070,Python for Data,362.35,2025-03-23,Credit Card,Seattle,Programming
658,CUST020,Hadoop Advanced,422.76,2025-03-09,Debit Card,Chicago,Big Data
659,CUST043,Python for Data,151.5,2025-03-29,Credit Card,Los Angeles,Big Data
660,CUST056,Spark Intro,174.77,2025-03-30,Credit Card,Chicago,Programming
661,CUST087,Spark Intro,259.18,2025-03-23,PayPal,Chicago,Big Data
662,CUST032,Spark Intro,452.95,2025-03-14,Debit Card,Houston,Big Data
663,CUST089,Hadoop Basics,377.41,2025-03-08,Credit Card,New York,Tech
664,CUST064,Spark Advanced,188.0,2025-03-29,Cash,New York,Programming
665,CUST080,Big Data Essentials,370.37,2025-03-25,Credit Card,Los Angeles,Big Data
666,CUST018,Python for Data,105.43,2025-03-22,Credit Card,Seattle,Big Data
667,CUST068,Hadoop Basics,312.1,2025-03-21,Debit Card,Chicago,Big Data
668,CUST081,Hadoop Basics,379.48,2025-03-12,PayPal,Los Angeles,Programming
669,CUST037,Python for Data,360.38,2025-03-28,Debit Card,Chicago,Tech
670,CUST003,Hadoop Basics,332.9,2025-03-20,PayPal,Houston,Tech
671,CUST008,Big Data Essentials,458.44,2025-03-18,Debit Card,Seattle,Tech
672,CUST094,Hadoop Basics,431.97,2025-03-22,PayPal,Houston,Tech
673,CUST061,Python for Data,279.54,2025-03-10,Credit Card,Chicago,Programming
674,CUST039,Spark Intro,426.47,2025-03-06,PayPal,Chicago,Programming
675,CUST097,Spark Advanced,313.7,2025-03-19,Debit Card,Seattle,Programming
676,CUST092,Python for Data,324.85,2025-03-13,PayPal,Chicago,Big Data
677,CUST045,Spark Advanced,357.93,2025-03-03,Debit Card,San Francisco,Tech
678,CUST099,Hadoop Basics,428.77,2025-03-29,Debit Card,Seattle,Tech
679,CUST030,Big Data Essentials,320.21,2025-03-23,Debit Card,San Francisco,Tech
680,CUST064,Big Data Essentials,256.38,2025-03-04,Credit Card,Chicago,Programming
681,CUST018,Spark Advanced,357.66,2025-03-01,PayPal,Seattle,Big Data
682,CUST050,Hadoop Advanced,142.98,2025-03-07,Cash,San Francisco,Tech
683,CUST017,Spark Advanced,365.2,2025-03-08,Credit Card,New York,Big Data
684,CUST100,Big Data Essentials,117.7,2025-03-26,Credit Card,New York,Tech
685,CUST041,Spark Intro,288.04,2025-03-26,Cash,Chicago,Big Data
686,CUST046,Hadoop Advanced,309.88,2025-03-20,Debit Card,San Francisco,Tech
